case_number,file_date,status,type_desc,sub_type,style,deceased_name,parties,events,scraped_address
FRCL-2025-3342,2025-05-01,2025-06-03,,,,,,,"stion: Lot 726, Block 26, Home Owned Estates Section Two, a Subdivision in Harris
County, Texas, according to the Map or Plat thereof recorded.in Volume 30,
Page 27 of the Map and/or Plat Records of Harris County, Texas."
FRCL-2025-3331,2025-05-01,2025-06-03,,,,,,,"WENTY (20), BLOCK FIVE (5) WASHINGTON TERRACE, RECORDED IN Vi
7

op. Coon 51.0076 and the Deed of Trust referenced above, the undersigned ws attor"
FRCL-2025-3337,2025-05-01,2025-06-03,,,,,,,"y: Mag South Ballroom inside the Bayou City Event Center or if the preceding area is no longer the designated area,
designated by the County Commissioners Court OR IN THE AREA DESIGNATED BY THE COMMISSIONER'S
O SECTION $1.002 OF THE TEXAS PROPERTY CODE."
