case_number,file_date,status,type_desc,sub_type,style,deceased_name,parties,events,scraped_address
FRCL-2025-3331,2025-05-01,2025-06-03,,,,,,,"LOT TWENTY (20), BLOCK FIVE (5) WASHINGTON TERRACE, RECORDED IN VOJLLUME 557, PAGE 68, OF THE DEED RECORDS OF HARRIS COUNTY, TEXAS."
FRCL-2025-3333,2025-05-01,2025-06-03,,,,,,,"PURSUANT TO SECTION 51.002 OF THE TEXAS PROPERTY CODE. LN f Legal Deseription: LOT FOUR (4), IN BLOCK TWO (2), OF BALMORAL PARK LAKES EAST, SEC 3, A SUBDIVISION IN HARRIS COUNTY, TEXAS ACCORDING TO THE MAP OR PLAT THEREOF, RECORDED UNDER FILM CODE NO. 682172 OF THE MAP R OF HARRIS COUNTY, TEXAS."
FRCL-2025-3334,2025-05-01,2025-06-03,,,,,,,"TO THE PLAT RECORDED IN FILM CODE NO. 638145 OF THE MAP RECORDS OF HARRIS COUNTY, TEXAS."
FRCL-2025-3337,2025-05-01,2025-06-03,,,,,,,"eee a Eh Gt ft Place of Sale of Property: Magnolia South Ballroom inside the Bayou City Event Center or if the preceding area is no longer the designated area, at the area most recently designated by the County Commissioners Court OR IN THE AREA DESIGNATED BY THE COMMISSIONER'S COURT, PURSUANT TO SECTION 51.002 OF THE TEXAS PROPERTY CODE."
FRCL-2025-3338,2025-05-01,2025-06-03,,,,,,,"LOT 36, IN BLOCK 1, OF MALLARD CROSSING SEC. 1, A SUBDIVISION IN HARRIS COUNTY, TEXAS, ACCORDING TO THE MAP EO! CORDED UNDER FILM CODE NO, 598162 OF THE MAP RECORDS OF HARRIS COUNTY, TEXAS,"
