case_number,file_date,status,type_desc,sub_type,style,deceased_name,parties,events,scraped_address
FRCL-2025-3342,2025-05-01,2025-06-03,,,,,,,"Lot 726, Block 26, Home Owned Estates Section Two, a Subdivision in Harris

County, Texas, according to the Map or Plat thereof recorded. in Volume 30,
Page 27 of the Map and/or Plat Records of Harris County, Texas."
FRCL-2025-3331,2025-05-01,2025-06-03,,,,,,,"Legal Description: LOT TWENTY (20), BLOCK FIVE (5) WASHINGTON TERRACE, RECORDED IN VOLUME 557, PAGE 68, OF THE DEED RECORDS OF
HARRIS COUNTY, TEXAS.

In accordance with Tex. Prop. Coon §51.0076 and the Deed of Trust referenced above, the undersigned ws attomey for Mortgages or Mortgage Servicer does hereby"
FRCL-2025-3334,2025-05-01,2025-06-03,,,,,,,"PURSUANT TO SECTION 51.002 OF THE TEXAS PROPERTY CODE,

Legal Description; LOT 3, BLOCK | OF PARK VILLAS IN RICE MILITARY SUBDIVISION, A SUBDIVISION IN HARRIS COUNTY, TEXAS ACCORDING
TO THE PLAT RECORDED IN FILM CODE NO. ange MAP RECORDS OF HARRIS COUNTY, TEXAS."
FRCL-2025-3335,2025-05-01,2025-06-03,,,,,,,"DESIGNATED BY THE COUNTY COMMISSIONER'S OFFICE AREA DESIGNA’
PURSUANT TO SECTION 51,002 OF THE TEXAS PROPERTY CODE.

Legal Description: LOT TWENTY-TWO (22), IN BLOCK ONE (J), OF AURORA, SECTION TWO (2), A suBgys
E. RECORDED IN FILM CODE NO. 697107 OF THE MAP R) :"
FRCL-2025-3336,2025-05-01,2025-06-03,,,,,,,"; NORTHVIEW WEST, SECTION 2, A SUBDIVISION IN HARRIS COUNTY, TEXAS, ACCORDING TO THE MAP OR
E 327, PAGE 1, OF THE MAP RECORDS OF HARRIS COUNTY, TEXAS.

Tn accordance with Tex, PRo?. Cope 551.0076 and the Deed of Trust referenced above, the undersigned os attorney for Mortgagee or Mortgage Servicer does hereby
remove the ociginol Trustee and all successor substitute trustees and appoints in their stead, Patricia Poston, David Poston, Nick Poston, Chris Poston, Amar Sood,"
FRCL-2025-3337,2025-05-01,2025-06-03,,,,,,,"Place of Sale of Property: Magnolia South Ballroom inside the Bayou City Event Center or if the preceding area is no longer the designated area,
at the area most recently designated by the County Commissioners Court OR IN ‘AREA DESIGNATED BY THE COMMISSIONER'S

COURT, PURSUANT TO SECTION 51.002 OF THE TEXAS PROPERTY CODE."
FRCL-2025-3338,2025-05-01,2025-06-03,,,,,,,"Legal Description: LOT 36, IN BLOCK 1, OF MALLARD CROSSING SEC. 1, A SUBDIVISION IN HARRIS COUNTY, TEXAS, ACCORDING TO THE MAP
OR PLAT THEREOF, RECORDED UNDER FILM CODE NO, 598162 OF THE MAP RECORDS OF HARRIS COUNTY, TEXAS."
FRCL-2025-3339,2025-05-01,2025-07-01,,,,,,,"at the area most recently designated by the County Commissioners Court OR IN’ THE AREA DESIGNATED BY THE COMMISSIONER'S
COURT, PURSUANT TO SECTION 51.002 OF THE TEXAS PROPERTY CODE.

Ls saa) Description: LOT 1, BLOCK 6, OF RAINTREE VILLAGE SEC. 9, A SUBDIVISION IN HARRIS COUNTY, TEXAS, ACCORDING TO THE MAP OR
TERK'S BILE NO. 20190176851. RECORDED AT FILM CODE NO. 674337, OF THE MAP RECORDS OF HARRIS"
FRCL-2025-3340,2025-05-01,2025-07-01,,,,,,,"erty: Magnolia South Ballroom inside the Bayou City Event Center or if the preceding area is no longer the designated area,
st Mie designated by the County Commissioners Court OR JIN THE AREA DESIGNATED BY THE COMMISSIONER'S

TOWSECTION 51.002 OF THE TEXAS PROPERTY CODE.

OF TOWNE PARK DEVELOPMENT, AN ADDITION IN HARRIS COUNTY, TEXAS, ACCORDING"
