case_number,file_date,status,type_desc,sub_type,style,deceased_name,parties,events,scraped_address
FRCL-2025-3342,2025-05-01,2025-06-03,,,,,,,"Property Description: Lot 726, Block 26, Home Owned Estates ect ion Two, a Subdivision in Harris"
FRCL-2025-3331,2025-05-01,2025-06-03,,,,,,,"Legal Description: LOT TWENTY (20), BLOCK FIVE (5) WASHINGTON TERRACE, RECORDED IN VOJLLUME 557, PAGE 68, OF THE DEED RECORDS OF
HARRIS COUNTY, TEXAS."
FRCL-2025-3332,2025-05-01,2025-06-03,,,,,,,PURSUANT TO SECTION 51.002 OF Th
FRCL-2025-3334,2025-05-01,2025-06-03,,,,,,,"Legal Description; LOT 3, BLOCK | OF PARK VILLAS IN RICE MILITARY,SUBDIVISION, A SUBDIVISION IN HARRIS COUNTY, TEXAS ACCORDING
TO THE PLAT RECORDED IN FILM CODE NO. 638145 OF MAP RECORDS OF HARRIS COUNTY, TEXAS."
FRCL-2025-3335,2025-05-01,2025-06-03,,,,,,,"Legal Description: LOT TWENTY-TWO (22), IN BLOCK ONE (J), OF AURORA, SECTION TWO (2), A SUBDIVISION JN HARRIS COUNTY, TEXAS
ACCORDING TO THE MAP OR PLAT THEREOF, RECORDED IN FILM CODE NO. 697107 OF THE MAP RECORDS OF HARRIS COUNTY, TEXAS."
